data,Libya,Sebha_idp,Aljufra_idp,Aljufra_non_displaced,Tripoli_idp,Wadi Ashshati_non_displaced,Wadi Ashshati_idp,Aljfara_non_displaced,Sebha_non_displaced,Tripoli_non_displaced,Aljfara_idp,Ejdabia_non_displaced,Tripoli_returnee,Alkufra_idp,Sirt_non_displaced,Ghat_non_displaced,Al Jabal Al Gharbi_non_displaced,Derna_returnee,Azzawya_non_displaced,Zwara_non_displaced,Ejdabia_idp,Alkufra_non_displaced,Al Jabal Al Gharbi_idp,Sirt_returnee,Sirt_idp,Murzuq_non_displaced,Sebha_returnee,Misrata_non_displaced,Misrata_idp,Ghat_idp,Zwara_idp,Murzuq_idp,Al Jabal Al Gharbi_returnee,Alkufra_returnee,Benghazi_returnee,Benghazi_idp,Derna_non_displaced,Benghazi_non_displaced,Azzawya_idp,Aljfara_returnee,Derna_idp,Murzuq_returnee,Azzawya_returnee,Ubari_non_displaced,Ubari_idp,Zwara_returnee,Ghat_returnee,Misrata_returnee,Wadi Ashshati_returnee,Ubari_returnee,Ejdabia_returnee
Average,513.134236573007,404.605263157895,442,383.333333333333,771.428571428571,256.666666666667,339.62962962963,1000,450,612.5,575.641025641026,380,625,332.121212121212,374,200,325,346.153846153846,350,292.857142857143,397.392857142857,303.846153846154,409.186046511628,427.586206896552,463.970588235294,325,330,483.333333333333,387.719298245614,200,368.942307692308,369.444444444444,275,357.692307692308,500,595.454545454545,357.142857142857,700,359.821428571429,,390,150,366.666666666667,335.714285714286,338.484848484848,288.888888888889,170,283.333333333333,366.666666666667,281.153846153846,300
Has the rent increased or decreased since the beginning of 2019?,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
3. No change,68,76,99,100,2,67,63,0,100,25,36,80,25,70,40,50,100,77,93,71,80,38,40,69,62,75,80,83,82,89,81,61,100,46,100,68,100,100,80,,87,100,100,100,82,89,90,100,100,96,100
1. Increased,23,13,0,0,83,33,19,100,0,50,15,20,75,12,60,0,0,8,7,14,18,38,30,31,38,25,0,0,4,0,12,33,0,31,0,20,0,0,7,,4,0,0,0,12,11,0,0,0,4,0
2. Decreased,7,1,1,0,2,0,19,0,0,25,0,0,0,0,0,50,0,15,0,0,2,0,0,0,0,0,0,17,9,0,2,0,0,0,0,11,0,0,2,,7,0,0,0,6,0,10,0,0,0,0
Don't know,2,9,0,0,12,0,0,0,0,0,49,0,0,18,0,0,0,0,0,14,0,23,30,0,0,0,20,0,5,11,6,6,0,23,0,0,0,0,11,,2,0,0,0,0,0,0,0,0,0,0
Who is hosting your household for free?,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1. Family,80,25,,,60,100,50,,100,100,62,,100,50,100,100,0,100,50,,41,40,44,75,32,100,100,,10,83,22,38,25,25,100,69,,100,35,,,50,,100,38,100,67,25,100,,
2. Friends,9,75,,,40,0,40,,0,0,31,,0,50,0,0,50,0,0,,56,60,49,25,52,0,0,,74,8,72,38,0,75,0,31,,0,48,,,50,,0,62,0,33,75,0,,
Other (specify),6,0,,,0,0,0,,0,0,8,,0,0,0,0,0,0,50,,4,0,7,0,16,0,0,,10,0,6,0,75,0,0,0,,0,18,,,0,,0,0,0,0,0,0,,
Prefer not to answer,5,0,,,0,0,10,,0,0,0,,0,0,0,0,50,0,0,,0,0,0,0,0,0,0,,6,8,0,25,0,0,0,0,,0,0,,,0,,0,0,0,0,0,0,,
Question for enumerator: How would you describe the overall condition of this household's shelter?,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1. No damage / negligible damage,80,76,95,98,65,64,52,84,91,78,63,94,87,81,66,80,56,59,85,76,95,93,70,79,59,43,76,100,98,42,85,39,28,70,39,46,89,90,94,54,99,13,74,85,85,73,46,26,33,43,96
"2. Light damage (repairs needed, but shelter is livable)",15,20,5,2,30,25,26,13,9,18,25,6,11,19,24,15,18,35,15,14,5,7,18,17,22,55,24,0,2,12,14,47,31,26,49,53,7,8,6,46,1,74,23,15,15,25,29,21,55,48,4
3. Medium damage,3,4,0,0,5,9,21,0,0,2,8,0,3,0,10,4,11,6,0,8,0,0,4,4,19,2,0,0,0,33,1,11,16,4,9,0,4,1,0,0,0,13,2,0,0,2,15,21,12,10,0
4. Heavy damage (shelter is not livable without repairs),1,0,0,0,0,2,0,2,0,1,3,0,0,0,0,0,11,0,0,1,0,0,7,0,0,0,0,0,0,4,0,3,16,0,2,1,0,0,0,0,0,0,0,0,0,0,4,32,0,0,0
5. Destroyed (shelter needs to be reconstructed),0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,5,0,0,0,0,0,1,0,0,0,0,0,0,9,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
"If your household owns a house, property or land, where are your proof of ownership documents?","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
3. Physically with me,59,54,79,78,50,32,10,61,86,38,42,72,38,86,64,76,15,52,66,59,45,84,34,33,42,76,83,65,18,67,51,74,15,89,84,65,78,88,15,79,83,65,77,72,73,52,72,100,18,51,89
4. Not with me but in a secure place,28,31,19,22,36,49,10,37,12,46,53,17,29,10,28,21,71,20,11,22,12,12,35,49,40,18,11,30,43,22,35,5,50,6,4,12,10,5,49,21,12,17,11,26,15,16,25,0,39,35,7
"1. We do not own a house, land or property",7,12,0,0,8,8,40,2,2,13,0,3,12,0,6,2,5,16,11,5,15,3,11,16,15,3,6,3,13,4,5,18,4,6,4,6,12,4,20,0,3,4,6,1,4,4,1,0,9,0,4
2. We never obtained ownership documents,3,1,0,0,1,4,2,0,0,2,0,3,18,0,0,0,4,10,9,5,7,1,10,2,0,2,0,0,1,3,2,3,7,0,1,1,0,2,4,0,1,13,2,0,1,14,0,0,24,5,0
5. Lost,2,2,3,0,3,6,33,0,0,0,5,3,1,3,0,0,4,1,3,4,18,0,2,0,3,0,0,0,13,5,6,0,18,0,5,15,0,0,1,0,0,0,0,1,5,14,0,0,3,10,0
Prefer not to answer,1,0,0,0,0,0,0,0,0,1,0,0,3,0,1,0,1,0,1,2,0,0,7,1,0,0,0,2,7,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Don't know,1,0,0,0,1,2,0,0,0,0,0,3,0,0,1,0,1,0,0,3,1,0,3,0,0,0,0,0,1,0,0,0,4,0,0,0,0,1,9,0,0,0,4,0,0,0,1,0,6,0,0
6. Stolen or confiscated,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Has your household experienced eviction or the threat of eviction within the past 6 months?,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
3. No,97,89,100,100,88,98,81,100,99,100,93,99,99,98,94,100,97,97,94,82,98,100,98,96,86,99,99,100,88,98,67,95,98,98,96,94,99,98,99,100,100,96,96,98,36,89,100,95,100,97,96
"2. Yes, have been recently evicted",1,5,0,0,3,0,7,0,0,0,5,0,0,2,1,0,1,0,2,12,0,0,0,1,7,0,0,0,1,1,30,3,1,0,0,1,0,0,1,0,0,4,0,1,62,9,0,0,0,0,0
"1. Yes, have been threatened with eviction",1,6,0,0,7,0,12,0,1,0,2,1,0,0,3,0,0,3,3,4,2,0,2,4,6,1,1,0,5,0,2,3,0,2,2,4,0,0,0,0,0,0,4,0,3,2,0,0,0,3,0
Don't know,1,0,0,0,1,2,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,2,1,1,2,0,0,0,0,0,0,0,0,0,5,0,0,4
Prefer not to answer,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Why do you think your household was evicted / is being threatened with eviction?,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1. Forced eviction, i.e. from armed group pressure or land-grabbing",8,82,,,86,,38,,0,,0,0,,0,0,,0,33,0,0,0,,50,0,0,100,0,,0,0,93,0,100,0,0,0,,,0,,,100,100,0,81,0,,,,50,
"7. Punitive measures or retaliatory ""law and order"" actions",2,18,,,0,,0,,0,,0,0,,0,0,,0,33,0,6,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,50,0,6,0,,,,0,
10. Request to vacate from owner of buidling/land,9,9,,,0,,25,,0,,0,0,,0,25,,0,33,0,0,0,,0,0,8,0,0,,50,0,0,50,0,0,50,50,,,0,,,0,0,0,0,0,,,,50,
8. Authorities requested our household to leave ,27,0,,,0,,0,,0,,25,0,,0,0,,0,0,60,88,0,,0,0,0,0,0,,17,0,7,0,0,0,0,0,,,0,,,0,0,0,4,78,,,,0,
4. Discrimination based on ethnicity/tribe,10,18,,,0,,12,,100,,0,0,,0,0,,0,0,20,0,0,,0,0,0,0,100,,17,0,0,0,0,0,0,0,,,0,,,0,0,0,4,0,,,,50,
6. No documentation to prove legal ownership,1,0,,,0,,0,,0,,0,0,,0,0,,0,0,0,0,0,,0,0,0,0,0,,17,100,0,50,0,0,0,0,,,0,,,0,0,0,0,0,,,,0,
9. Host family no longer able to host our family,1,0,,,0,,12,,0,,25,0,,0,0,,0,0,0,0,0,,50,0,0,0,0,,0,0,0,0,0,0,0,0,,,100,,,0,0,0,0,0,,,,0,
2. Land acquisitions,0,9,,,0,,12,,0,,0,0,,0,0,,0,0,0,0,0,,0,0,8,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,0,0,2,0,,,,0,
3. Clearance of camp/public space by authorities,5,0,,,14,,0,,0,,0,0,,0,0,,0,0,0,0,0,,0,0,8,0,0,,0,0,0,0,0,0,50,0,,,0,,,0,0,0,0,0,,,,0,
Other (specify),20,0,,,0,,0,,0,,0,0,,0,0,,100,0,20,12,0,,0,0,8,0,0,,0,0,4,0,0,0,0,25,,,0,,,0,0,0,15,0,,,,0,
5. Cannot afford rent,25,9,,,0,,12,,0,,50,100,,100,75,,0,0,0,0,100,,0,100,85,0,0,,0,0,0,0,0,100,50,25,,,100,,,0,0,100,0,22,,,,0,
1. Mattresses,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
3. My household owns enough of this and does not need more,72,76,1,2,49,75,52,73,96,68,68,89,55,63,44,61,63,50,55,80,95,69,65,34,25,28,93,93,55,37,79,13,35,65,76,64,68,85,32,79,86,9,32,76,14,91,31,11,70,25,100
2. My household owns this but needs another / more,26,24,99,98,45,21,36,26,4,30,30,10,41,37,53,36,35,47,45,18,5,31,31,66,75,70,7,6,35,45,21,84,65,35,23,31,28,12,68,21,12,91,68,23,55,9,59,63,27,75,0
1. My household does not own this object,1,0,0,0,5,4,12,2,0,2,2,1,3,0,2,2,1,3,0,1,0,0,4,0,0,2,0,0,5,18,0,3,0,0,1,4,3,0,0,0,0,0,0,1,32,0,10,21,3,0,0
Don't know,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,5,0,0,0
My household does not need this object,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Prefer not to answer,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2. Blankets,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
3. My household owns enough of this and does not need more,72,57,1,2,55,77,36,74,82,67,68,82,58,49,46,60,69,52,49,78,96,75,62,31,20,30,88,93,54,39,73,13,36,46,78,70,81,87,29,79,89,9,30,62,5,90,31,11,73,29,98
2. My household owns this but needs another / more,27,40,99,98,41,23,60,26,18,32,30,17,40,51,54,38,31,48,51,21,4,25,33,68,78,70,12,6,38,42,27,79,62,54,21,28,17,12,69,21,11,91,70,38,62,10,59,79,27,71,2
1. My household does not own this object,1,3,0,0,1,0,5,0,0,1,2,1,1,0,0,2,0,0,0,0,0,0,5,1,2,0,0,0,3,19,0,8,2,0,1,1,3,0,2,0,0,0,0,0,33,0,10,5,0,0,0
My household does not need this object,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Prefer not to answer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Don't know,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
Other (specify),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hh_owns_it_no_need_more,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3. Bedding items (sheets, pillows)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
3. My household owns enough of this and does not need more,73,68,1,2,54,68,26,74,90,68,68,86,58,56,54,60,68,55,50,77,95,88,65,33,21,33,96,95,53,40,79,13,37,69,80,69,81,90,31,75,89,9,28,77,15,80,32,21,70,30,98
2. My household owns this but needs another / more,25,32,92,98,43,30,64,26,10,31,32,12,39,44,46,38,31,44,49,19,5,12,30,67,73,67,4,4,33,40,19,87,62,31,16,26,18,7,69,25,11,91,72,23,53,20,60,74,24,70,2
1. My household does not own this object,1,0,7,0,3,0,10,0,0,1,0,1,2,0,0,2,2,1,1,3,0,0,5,0,6,0,0,0,9,21,1,0,1,0,4,4,1,0,0,0,0,0,0,0,32,0,7,5,3,0,0
My household does not need this object,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Don't know,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
Prefer not to answer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4. Clothing for cold weather,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
3. My household owns enough of this and does not need more,68,50,4,5,51,45,21,68,63,71,70,76,61,51,51,53,72,54,40,56,95,62,62,49,32,37,73,94,66,32,54,18,44,67,74,74,74,82,26,75,88,17,23,57,4,47,31,16,52,21,100
2. My household owns this but needs another / more,29,45,96,95,46,53,67,31,37,28,22,24,38,49,47,44,26,44,58,41,2,35,24,51,65,62,27,0,3,40,17,79,56,31,21,25,22,13,60,25,7,78,74,43,56,49,54,79,48,70,0
1. My household does not own this object,2,5,0,0,3,0,12,2,0,1,8,0,0,0,2,4,2,2,2,2,2,3,14,0,3,1,0,5,23,28,27,3,0,2,4,0,4,2,14,0,6,4,2,0,40,4,15,5,0,10,0
Prefer not to answer,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Don't know,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
My household does not need this object,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
hh_owns_it_no_need_more,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5. Heating systems,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
3. My household owns enough of this and does not need more,62,37,0,4,50,42,10,63,60,67,50,68,60,53,40,49,50,38,40,61,93,45,38,59,8,21,56,92,38,27,38,5,27,30,63,47,75,72,17,71,82,13,15,25,5,56,24,21,21,24,98
2. My household owns this but needs another / more,26,47,85,86,42,43,40,26,39,30,28,19,38,44,46,47,40,40,57,21,0,52,23,34,58,65,43,1,10,40,13,55,62,57,12,17,17,6,53,25,4,83,68,56,41,37,57,74,45,59,0
1. My household does not own this object,11,17,15,11,8,15,50,11,1,3,22,12,2,3,14,4,11,22,3,19,7,3,38,7,34,13,1,6,47,33,49,39,11,13,24,34,8,21,30,4,14,4,17,18,52,6,19,5,33,17,2
My household does not need this object,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Don't know,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Prefer not to answer,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hh_owns_it_no_need_more,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Other (specify),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6. Gas/electric stove ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
3. My household owns enough of this and does not need more,70,82,57,83,53,60,31,74,96,54,70,92,59,64,44,22,65,57,50,74,97,91,55,65,23,38,96,90,81,17,60,18,35,91,64,69,78,86,26,58,96,9,23,76,7,89,10,11,61,56,100
2. My household owns this but needs another / more,25,17,21,7,39,28,48,13,4,44,22,6,39,34,40,75,32,37,49,7,1,8,43,33,57,54,4,5,9,71,7,68,62,7,27,20,19,10,72,29,3,91,74,20,33,4,82,79,21,41,0
1. My household does not own this object,5,1,21,10,8,9,21,13,0,2,8,3,1,2,16,2,3,6,1,19,2,2,2,3,20,8,0,5,4,12,33,13,3,2,9,8,3,1,2,12,1,0,2,4,60,7,7,11,18,3,0
My household does not need this object,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Prefer not to answer,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Don't know,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Other (specify),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7. Cooking set/items                                   ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
3. My household owns enough of this and does not need more,69,64,3,3,54,55,14,65,95,64,57,82,59,64,66,60,61,65,45,70,96,97,56,75,47,29,85,94,80,39,70,18,36,87,67,70,79,80,26,75,92,4,23,58,10,58,35,21,48,43,98
2. My household owns this but needs another / more,28,36,97,97,41,30,74,34,4,32,42,18,38,36,34,36,31,33,55,28,4,3,38,25,47,71,15,3,9,52,29,71,44,13,26,26,18,16,73,25,6,91,77,42,56,40,63,68,45,57,0
1. My household does not own this object,2,0,0,0,5,4,12,2,0,3,2,0,2,0,0,4,8,2,0,1,0,0,6,0,5,0,0,2,5,9,1,11,20,0,6,3,3,1,1,0,3,4,0,0,32,2,1,11,3,0,2
My household does not need this object,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Don't know,0,0,0,0,0,11,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0
Prefer not to answer,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8. Mosquito nets                                                     ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1. My household does not own this object,43,83,13,11,20,62,88,40,67,38,55,19,20,27,23,69,50,50,54,58,40,17,68,13,37,43,80,31,48,83,69,68,37,31,66,66,24,49,63,21,14,57,70,44,86,74,65,53,76,43,53
3. My household owns enough of this and does not need more,39,15,0,2,39,17,2,48,18,29,33,72,43,59,58,6,27,29,26,37,57,69,21,68,39,24,17,63,38,6,26,8,23,59,25,20,71,41,12,67,85,4,9,27,3,23,6,0,9,11,47
2. My household owns this but needs another / more,17,3,87,87,41,17,10,10,14,33,12,8,37,14,19,25,23,21,19,3,2,14,11,19,24,34,2,5,7,10,4,24,40,9,9,13,6,7,24,12,1,39,19,24,11,2,29,47,12,44,0
Don't know,1,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,2,5,0,0,0,0,3,2,0
My household does not need this object,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Prefer not to answer,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hh_owns_it_no_need_more,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9. Water storage containers (water tank, jerry cans, etc.)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
3. My household owns enough of this and does not need more,71,38,1,2,54,57,21,84,58,66,83,79,58,66,71,46,64,53,38,78,97,78,58,71,42,40,62,94,86,36,80,13,38,93,71,76,78,89,29,88,92,30,15,60,15,80,32,21,33,14,98
2. My household owns this but needs another / more,23,60,87,92,42,30,45,10,41,32,10,18,38,34,20,48,30,44,46,15,1,21,27,20,34,47,38,4,5,54,14,61,58,7,20,9,15,4,61,12,8,61,72,37,47,16,63,63,39,73,0
1. My household does not own this object,5,2,12,6,4,13,33,6,1,2,7,3,3,0,8,6,6,3,17,6,2,1,14,9,24,12,0,1,3,10,6,26,4,0,9,13,7,3,10,0,0,9,13,3,38,4,4,16,27,13,2
Don't know,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
My household does not need this object,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Prefer not to answer,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10. Solar lamp,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1. My household does not own this object,72,99,100,100,24,92,93,89,92,47,93,68,21,44,42,53,95,71,87,77,50,88,94,23,45,64,90,78,70,77,79,87,98,85,89,70,81,71,95,92,61,35,98,95,100,88,62,63,91,44,53
3. My household owns enough of this and does not need more,17,0,0,0,32,6,2,10,2,21,7,31,37,42,43,7,5,15,10,21,49,11,2,54,33,1,5,18,14,7,20,0,0,13,8,21,15,20,4,4,36,4,0,2,0,12,4,0,0,17,47
2. My household owns this but needs another / more,11,1,0,0,43,2,5,2,5,32,0,1,41,14,14,39,0,13,3,0,1,1,3,23,22,35,5,3,8,15,1,13,2,2,2,7,4,5,1,4,3,61,2,3,0,0,34,37,9,38,0
Don't know,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
My household does not need this object,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Prefer not to answer,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11. Mobile phone (smart phone),"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
3. My household owns enough of this and does not need more,68,63,93,99,35,55,24,82,72,53,77,72,53,63,49,60,56,60,51,85,86,53,60,47,38,34,78,93,75,43,92,13,29,61,76,76,71,81,33,83,76,9,19,54,5,91,32,16,39,62,95
2. My household owns this but needs another / more,28,31,7,1,57,38,62,15,25,41,17,25,46,32,50,34,41,36,46,13,0,24,26,52,55,64,21,6,15,32,6,84,65,39,19,14,24,17,65,17,10,87,72,43,95,6,50,74,61,37,0
1. My household does not own this object,3,6,0,0,8,8,14,3,3,6,7,3,1,5,1,6,3,4,3,2,14,24,14,1,7,2,1,0,3,25,2,3,6,0,5,8,6,1,2,0,14,4,9,3,0,2,16,11,0,2,5
hh_owns_it_no_need_more,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
